id_anfitrion,zona_grupo,latitud,tipo_propiedad,capacidad,recamaras,noches_minimas,min_noches_minimas,min_noches_maximas,precio,disp_30d,disp_90d,calendario_ultima_extraccion,num_resenas,num_resenas_30d,ultima_resena,calif_total,calif_limpieza,calif_comunicacion,calif_valor,es_superhost,tasa_respuesta_host,host_tiene_foto,antiguedad_host,total_listados_host,host_total_habitaciones_privadas,licencia
559004413,Isole,45.41606684446069,Entire rental unit,4,3.0,5,5,60,,0,0,2025-06-17,0,0,,,,,,f,,t,2024-01-28,1,0,IT027042C2KBYDADI5
559067250,Isole,45.42668950270457,Entire rental unit,4,2.0,1,1,365,,25,85,2025-06-17,6,1,2025-06-09,5.0,4.83,4.67,4.67,f,100%,t,2024-01-28,1,0,IT027042C2MPDUOW7L
173200514,Isole,45.44362,Entire rental unit,3,1.0,1,1,1,$238.00,14,54,2025-06-17,9,0,2024-09-15,4.78,4.89,4.78,4.56,f,99%,t,2018-02-13,70,0,IT027042B4XES7EB6H
415250167,Isole,45.43865367848275,Private room in bed and breakfast,3,1.0,2,2,10,$169.00,15,62,2025-06-17,3,0,2024-10-20,5.0,5.0,5.0,5.0,t,100%,t,2021-07-26,5,4,IT027042C16OW58WF6
415250167,Isole,45.43927043441602,Private room in bed and breakfast,2,1.0,2,2,10,$148.00,14,58,2025-06-17,19,1,2025-06-03,4.89,4.89,4.79,4.89,t,100%,t,2021-07-26,5,4,IT027042C16OW58WF6
558182474,Isole,45.4342798,Entire rental unit,4,1.0,31,31,365,$420.00,30,90,2025-06-17,0,0,,,,,,f,,t,2024-01-23,1,0,
415250167,Isole,45.43831940110516,Private room in bed and breakfast,2,1.0,2,2,10,$105.00,12,20,2025-06-17,53,5,2025-06-15,4.94,4.9,4.98,4.92,t,100%,t,2021-07-26,5,4,IT027042C16OW58WF6
469452742,Terraferma,45.48199,Entire rental unit,5,1.0,1,1,100,$93.00,10,58,2025-06-17,44,3,2025-05-30,4.82,4.84,4.84,4.68,t,100%,t,2022-07-14,13,0,IT027042B4C959UECC
72445649,Isole,45.43703234913869,Entire rental unit,2,1.0,3,2,1125,$98.00,12,72,2025-06-17,35,4,2025-06-13,4.6,4.86,4.89,4.46,f,100%,t,2016-05-17,20,0,IT027042C2TWWCYCF4
31634547,Terraferma,45.4893455,Entire rental unit,2,1.0,10,10,365,$400.00,30,90,2025-06-17,0,0,,,,,,f,100%,t,2015-04-21,4,0,IT027042C2TKHFQS9M
555486801,Isole,45.43779358412821,Private room in bed and breakfast,2,1.0,1,1,99,,18,53,2025-06-17,0,0,,,,,,f,,t,2024-01-09,4,4,IT027042B4QDHSC4BS
469452742,Terraferma,45.48189,Entire rental unit,5,1.0,1,1,100,$89.00,4,60,2025-06-17,15,4,2025-06-10,4.86,4.71,4.86,4.79,t,100%,t,2022-07-14,13,0,IT027042B4QIF5C42M
523400954,Isole,45.4350926,Entire rental unit,7,3.0,2,2,365,$405.00,3,48,2025-06-17,52,2,2025-06-14,4.9,4.88,4.9,4.67,t,100%,t,2023-07-03,3,0,IT027042C2HHK5ULDC
198795836,Isole,45.43778,Entire rental unit,6,2.0,2,2,365,$134.00,13,44,2025-06-17,30,0,2025-04-18,4.67,4.8,4.87,4.6,f,100%,t,2018-06-29,2,0,IT027042C290LEB24j
17669402,Isole,45.43424277283,Room in hotel,2,1.0,1,1,7,$154.00,11,63,2025-06-17,10,0,2025-03-25,4.5,4.5,4.9,4.2,f,100%,t,2014-07-05,11,9,IT027042A1TBV5DKIS
214062359,Isole,45.438996894573854,Entire condo,5,1.0,1,1,99,$316.00,5,58,2025-06-17,38,6,2025-06-08,4.76,4.89,4.76,4.71,,98%,t,2018-09-07,14,0,IT027042B4OXKJXD47
214062359,Isole,45.43897807436117,Entire condo,7,2.0,1,1,99,,9,65,2025-06-17,6,0,2025-04-13,3.5,4.5,3.67,3.83,,98%,t,2018-09-07,14,0,IT027042B4OXKJXD47
559757748,Isole,45.43452063245695,Entire rental unit,3,1.0,3,2,1125,$136.00,16,67,2025-06-17,16,2,2025-06-01,4.94,4.94,4.88,4.88,t,100%,t,2024-02-01,1,0,IT027042C2EJL906CK
469452742,Terraferma,45.48295061113863,Entire rental unit,5,1.0,1,1,100,$90.00,1,22,2025-06-17,53,5,2025-06-17,4.89,4.85,4.92,4.74,t,100%,t,2022-07-14,13,0,IT027042B4LCGR38DS
17669402,Isole,45.434045432400055,Room in hotel,2,1.0,1,1,7,,5,18,2025-06-17,32,0,2025-05-16,4.78,4.81,4.94,4.72,f,100%,t,2014-07-05,11,9,IT027042A1TBV5DKIS
556610376,Terraferma,45.48794467391901,Private room in home,2,1.0,1,1,365,$75.00,17,77,2025-06-17,0,0,,,,,,f,100%,t,2024-01-15,11,7,IT027042B4T5XFDA2K
556610376,Terraferma,45.48805444143988,Private room in home,2,1.0,1,1,28,$86.00,27,87,2025-06-17,3,0,2024-05-30,5.0,5.0,5.0,5.0,f,100%,t,2024-01-15,11,7,IT027042B4T5XFDA2K
556610376,Terraferma,45.48809957063696,Private room in home,2,1.0,1,1,20,$83.00,26,86,2025-06-17,1,0,2024-07-21,5.0,5.0,5.0,5.0,f,100%,t,2024-01-15,11,7,IT027042B4T5XFDA2K
397990020,Isole,45.437076,Entire condo,4,1.0,1,1,365,$356.00,15,60,2025-06-17,8,1,2025-05-20,4.5,4.5,4.5,4.25,t,100%,t,2021-04-21,4,0,IT027042B4VWOWH3S6
397990020,Isole,45.43662116541033,Entire condo,6,1.0,1,1,365,$418.00,3,17,2025-06-17,1,0,2024-06-30,5.0,5.0,5.0,5.0,t,100%,t,2021-04-21,4,0,IT027042B4LLXINMS5
397990020,Isole,45.43807151555439,Entire condo,6,2.0,1,1,365,$478.00,17,63,2025-06-17,6,0,2025-02-01,4.5,4.67,4.83,4.83,t,100%,t,2021-04-21,4,0,IT027042B4YI2NCFAO
559933511,Isole,45.435188,Room in hotel,2,1.0,31,1,28,,29,81,2025-06-17,0,0,,,,,,f,,t,2024-02-02,4,4,IT027042A1J7FTQJ6R
559933511,Isole,45.435188,Room in hotel,2,1.0,31,1,28,,27,84,2025-06-17,0,0,,,,,,f,,t,2024-02-02,4,4,IT027042A1J7FTQJ6R
559933511,Isole,45.435188,Room in hotel,2,1.0,31,1,28,,29,88,2025-06-17,1,0,2024-09-28,4.0,5.0,5.0,4.0,f,,t,2024-02-02,4,4,IT027042A1J7FTQJ6R
559933511,Isole,45.435188,Room in hotel,2,1.0,31,1,28,,28,87,2025-06-17,0,0,,,,,,f,,t,2024-02-02,4,4,IT027042A1J7FTQJ6R
469452742,Terraferma,45.48221,Entire rental unit,4,1.0,1,1,100,$88.00,15,67,2025-06-17,16,1,2025-06-05,4.88,4.88,4.88,4.56,t,100%,t,2022-07-14,13,0,IT027042B4UUQUCEEZ
559971862,Terraferma,45.50295705864142,Entire rental unit,3,1.0,1,1,30,$85.00,12,37,2025-06-17,18,0,2025-04-23,4.28,4.5,4.28,4.28,f,100%,t,2024-02-02,3,0,IT027042B4NOC882Z5
559973998,Isole,45.4376902,Entire rental unit,5,2.0,1,1,999,$253.00,8,57,2025-06-17,25,6,2025-06-14,4.68,4.72,4.88,4.64,t,100%,t,2024-02-02,3,0,IT027042C275EM3JJI
25929210,Isole,45.43613891820646,Entire rental unit,2,1.0,1,1,1,$161.00,7,47,2025-06-17,101,4,2025-06-02,4.89,4.92,4.91,4.86,t,100%,t,2015-01-11,1,0,IT027042B45DDKBQJO
33961350,Isole,45.44424353755503,Entire condo,12,3.0,1,1,1125,$384.00,6,36,2025-06-17,12,0,2025-04-08,4.0,3.92,3.92,4.0,,100%,t,2015-05-22,4,3,IT027042B4OQA5KG7J
31922692,Isole,45.4358815,Entire condo,4,1.0,3,1,60,$271.00,11,71,2025-06-17,32,2,2025-06-13,5.0,5.0,5.0,4.97,t,100%,t,2015-04-25,15,0,IT027042C2GXNWNPWY
233780723,Terraferma,45.48763772661694,Room in hotel,3,1.0,1,1,365,$114.00,30,90,2025-06-17,1,0,2024-06-02,4.0,5.0,5.0,5.0,f,80%,t,2019-01-02,7,7,IT027042B48YYSCONM
238644443,Isole,45.4434256,Entire guest suite,2,1.0,2,2,365,$97.00,30,90,2025-06-17,49,1,2025-05-26,4.39,4.59,4.69,4.06,f,91%,t,2019-01-24,12,2,IT027042B4G3GE7LQI
238644443,Isole,45.44407999355143,Entire guest suite,2,1.0,2,2,365,$90.00,30,90,2025-06-17,50,1,2025-05-19,4.86,4.86,4.9,4.66,f,91%,t,2019-01-24,12,2,IT027042B4G3GE7LQI
448288113,Terraferma,45.48598399999999,Entire condo,3,1.0,1,1,999,$101.00,2,18,2025-06-17,21,0,2025-01-03,4.62,4.71,4.71,4.52,f,100%,t,2022-03-06,2,0,IT027042C258VD22S9
550036980,Isole,45.4350926,Entire rental unit,4,1.0,2,2,365,$253.00,1,36,2025-06-17,35,2,2025-06-01,4.57,4.46,4.71,4.57,f,100%,t,2023-12-08,4,0,IT027042C2T6YFRN6L
550036980,Isole,45.43697456896163,Entire rental unit,6,2.0,2,2,365,$240.00,1,37,2025-06-17,55,0,2025-05-14,4.69,4.64,4.85,4.58,f,100%,t,2023-12-08,4,0,IT027042C2SV5WH8NP
550036980,Isole,45.435779036179774,Entire rental unit,2,1.0,2,2,365,$124.00,6,52,2025-06-17,35,3,2025-06-05,4.71,4.6,4.77,4.66,f,100%,t,2023-12-08,4,0,IT027042C24N68KDKQ
131126746,Isole,45.44258895550946,Entire rental unit,4,2.0,3,3,30,$181.00,8,38,2025-06-17,9,1,2025-05-20,5.0,4.89,5.0,4.78,f,100%,t,2017-05-20,1,0,IT027042C2C9845EMW
352769758,Terraferma,45.476560807726166,Entire rental unit,4,2.0,1,1,365,$263.00,27,87,2025-06-17,66,1,2025-06-01,4.98,4.98,5.0,4.94,t,100%,t,2020-06-30,1,0,IT027042C2N6RUYSR4
559973998,Isole,45.43430624333386,Entire condo,3,1.0,1,1,999,$121.00,6,34,2025-06-17,25,6,2025-06-16,4.76,4.72,4.88,4.68,t,100%,t,2024-02-02,3,0,IT027042C2YNKGIFDZ
555486801,Isole,45.43782981379256,Private room in bed and breakfast,2,1.0,1,1,99,$422.00,24,69,2025-06-17,0,0,,,,,,f,,t,2024-01-09,4,4,IT027042B4QDHSC4BS
555486801,Isole,45.43780158288726,Private room in bed and breakfast,4,1.0,31,1,99,$509.00,18,55,2025-06-17,0,0,,,,,,f,,t,2024-01-09,4,4,IT027042B4QDHSC4BS
555486801,Isole,45.43782699070266,Private room in bed and breakfast,3,1.0,1,1,99,$485.00,21,61,2025-06-17,0,0,,,,,,f,,t,2024-01-09,4,4,IT027042B4QDHSC4BS
560702731,Isole,45.441264,Entire condo,4,2.0,2,2,28,$227.00,18,48,2025-06-17,36,1,2025-05-26,4.94,5.0,4.86,4.72,t,100%,t,2024-02-06,2,0,IT027042C2HO86ZRIH
450051087,Isole,45.43392,Entire rental unit,6,3.0,1,1,365,$668.00,6,39,2025-06-17,103,7,2025-06-14,4.93,4.93,4.98,4.88,t,100%,t,2022-03-17,3,0,IT027042C2RDW3E4FQ
5618111,Isole,45.4412328017741,Entire rental unit,2,1.0,1,1,365,$158.00,10,65,2025-06-17,12,0,2025-05-11,4.42,4.17,4.83,4.08,f,100%,t,2013-03-25,75,5,IT027042B496HMJHSS
560838325,Isole,45.4362381,Entire rental unit,5,2.0,2,1,365,$242.00,5,37,2025-06-17,90,6,2025-06-13,4.82,4.91,4.82,4.72,t,100%,t,2024-02-07,2,0,IT027042C2NBUMF7NI
17669402,Isole,45.43558,Room in hotel,2,1.0,1,1,7,,13,61,2025-06-17,8,0,2024-12-12,4.88,4.88,4.88,4.75,f,100%,t,2014-07-05,11,9,IT027042A1TBV5DKIS
17669402,Isole,45.43409186883108,Room in hotel,2,1.0,1,1,7,$154.00,14,67,2025-06-17,2,0,2024-03-18,5.0,5.0,5.0,5.0,f,100%,t,2014-07-05,11,9,IT027042A1TBV5DKIS
560838325,Isole,45.44251929717852,Entire rental unit,5,2.0,2,1,1125,$226.00,9,48,2025-06-17,38,2,2025-06-09,4.79,4.82,4.76,4.61,t,100%,t,2024-02-07,2,0,IT027042C2L9TT2QZG
28871404,Isole,45.44313229999999,Entire rental unit,3,1.0,3,1,1125,$139.00,6,19,2025-06-17,4,1,2025-06-10,4.75,4.75,4.5,4.75,f,100%,t,2015-03-06,2,0,IT027042C2K3QXKQNV
31578183,Isole,45.43462079371131,Entire condo,2,1.0,1,1,1125,,0,3,2025-06-17,0,0,,,,,,t,100%,t,2015-04-20,6,1,IT027042C2SRVNMJBC
561053036,Isole,45.429772128258,Entire rental unit,5,2.0,1,1,1125,$149.00,8,36,2025-06-17,113,5,2025-06-03,4.84,4.82,4.96,4.72,t,100%,t,2024-02-08,3,0,IT027042B4KFGJRU2M
561152011,Isole,45.43623467809087,Entire rental unit,2,1.0,2,2,365,$184.00,26,83,2025-06-17,3,0,2024-04-12,5.0,5.0,4.67,4.67,f,100%,t,2024-02-09,1,0,IT027042C255U3IZZJ
18382560,Terraferma,45.48862,Entire rental unit,6,3.0,2,2,1125,$166.00,8,28,2025-06-17,21,7,2025-06-15,4.95,4.95,5.0,4.95,f,100%,t,2014-07-19,1,0,IT027042C29U2EU34D
68564211,Terraferma,45.487326356457,Entire rental unit,3,2.0,1,2,29,$80.00,12,40,2025-06-17,65,3,2025-05-31,4.75,4.62,4.89,4.62,t,100%,t,2016-04-23,25,0,IT027042C2KBZ9UDBX
524432489,Isole,45.435087,Entire rental unit,7,3.0,2,2,29,$327.00,1,48,2025-06-17,58,3,2025-06-07,4.86,4.78,4.91,4.84,f,100%,t,2023-07-08,37,0,IT027042B4UNK2GSEV
559973998,Isole,45.43377,Entire rental unit,7,3.0,1,1,999,$261.00,1,36,2025-06-17,7,4,2025-06-11,5.0,5.0,4.86,4.71,t,100%,t,2024-02-02,3,0,IT027042C2X526CF5X
5862083,Isole,45.43743964746328,Entire rental unit,3,2.0,3,3,2,$167.00,9,54,2025-06-17,35,0,2025-05-13,4.57,4.77,4.74,4.4,f,100%,t,2013-04-10,32,0,IT027042C27E4O5IB2
561519765,Isole,45.44541261778219,Entire rental unit,6,2.0,3,2,730,$495.00,2,21,2025-06-17,76,5,2025-06-07,4.96,4.99,4.96,4.88,t,100%,t,2024-02-11,1,0,IT048017C29GZSTI3E
561590038,Isole,45.44040315588154,Entire condo,6,2.0,2,2,365,"$1,288.00",15,64,2025-06-17,4,0,2025-01-04,4.75,5.0,4.75,4.75,f,100%,t,2024-02-11,1,0,IT027042C2PR24HFVA
542219159,Isole,45.4416424,Entire rental unit,3,1.0,1,2,30,$252.00,5,58,2025-06-17,4,0,2024-06-15,5.0,5.0,5.0,5.0,t,100%,t,2023-10-17,10,0,IT027042B4UPPO84H9
561710735,Isole,45.4358277,Entire rental unit,8,4.0,3,1,999,$362.00,4,40,2025-06-17,37,2,2025-06-11,4.84,4.92,4.86,4.81,t,100%,t,2024-02-12,1,0,IT027042C2CMOTMHGE
117573810,Isole,45.43498,Entire rental unit,5,2.0,1,1,999,,7,37,2025-06-17,5,0,2024-09-22,4.6,4.8,5.0,4.8,t,100%,t,2017-02-22,9,0,IT027042B4HZ33Y67B
524432489,Isole,45.43373175324244,Entire rental unit,2,1.0,2,2,29,$94.00,21,69,2025-06-17,9,0,2024-11-10,4.33,4.56,4.44,4.11,f,100%,t,2023-07-08,37,0,IT027042C2HYNAS6KI
17966260,Isole,45.43816,Entire rental unit,2,1.0,3,3,30,$131.00,0,4,2025-06-17,45,3,2025-06-04,4.98,4.98,5.0,4.93,,100%,t,2014-07-11,2,0,IT027042C22NUJJXKW
524432489,Isole,45.43994031989799,Entire rental unit,4,2.0,3,2,29,$178.00,4,25,2025-06-17,42,1,2025-06-08,4.83,4.86,4.88,4.69,f,100%,t,2023-07-08,37,0,IT027042C2OGYQUCHD
524432489,Isole,45.4410706,Entire rental unit,2,1.0,2,2,29,$131.00,27,82,2025-06-17,38,2,2025-06-06,4.58,4.68,4.71,4.42,f,100%,t,2023-07-08,37,0,IT027042C2XSZH6MC3
561899520,Isole,45.44364281030413,Entire rental unit,8,4.0,1,1,730,$733.00,3,42,2025-06-17,17,0,2024-10-07,4.82,4.88,4.94,4.88,t,100%,f,2024-02-13,1,0,IT027042B45JMLL7HQ
524432489,Isole,45.4360049,Entire rental unit,6,2.0,2,2,29,$171.00,22,72,2025-06-17,8,1,2025-05-18,4.63,4.75,4.88,4.5,f,100%,t,2023-07-08,37,0,IT027042B4B8KRINR9
562012719,Isole,45.43206678397457,Entire rental unit,2,1.0,1,1,365,$128.00,19,69,2025-06-17,73,6,2025-06-07,4.7,4.7,4.71,4.56,f,100%,f,2024-02-14,1,0,IT027042C2S94FTWHH
524432489,Isole,45.42423964045184,Entire rental unit,6,3.0,2,2,29,$247.00,27,84,2025-06-17,3,0,2024-10-19,5.0,5.0,5.0,4.67,f,100%,t,2023-07-08,37,0,IT027042C2LV6L43HZ
6019189,Isole,45.43648550133023,Entire rental unit,7,3.0,3,1,29,$253.00,9,41,2025-06-17,4,0,2025-04-19,4.25,4.75,5.0,4.25,f,100%,t,2013-04-21,16,0,IT027042B4HZGFZJQ3
524432489,Isole,45.4306540579128,Entire rental unit,6,2.0,2,2,29,$201.00,26,79,2025-06-17,10,0,2024-11-24,4.6,4.5,4.9,4.4,f,100%,t,2023-07-08,37,0,IT027042C2I8A7GWHY
51193135,Terraferma,45.48512399755083,Private room in home,2,1.0,1,1,7,$83.00,13,52,2025-06-17,0,0,,,,,,f,83%,t,2015-12-13,8,7,it027042b4wag3uocx
51193135,Terraferma,45.485134123368695,Private room in home,3,1.0,1,1,7,$99.00,13,59,2025-06-17,1,0,2024-04-28,2.0,1.0,2.0,1.0,f,83%,t,2015-12-13,8,7,it027042b4wag3uocx
51193135,Terraferma,45.485134123368695,Private room in home,3,1.0,1,1,5,$98.00,12,57,2025-06-17,3,0,2024-05-12,5.0,5.0,5.0,5.0,f,83%,t,2015-12-13,8,7,it027042b4wag3uocx
524432489,Isole,45.44666830000001,Entire rental unit,4,1.0,2,2,29,$111.00,20,70,2025-06-17,60,7,2025-06-14,4.68,4.72,4.8,4.58,f,100%,t,2023-07-08,37,0,IT027042C27QWKQX3U
524432489,Isole,45.433618298414856,Entire rental unit,4,2.0,2,2,29,$183.00,23,59,2025-06-17,9,0,2025-04-01,4.67,4.56,5.0,4.22,f,100%,t,2023-07-08,37,0,IT027042C2EN8J87Z7
524432489,Isole,45.431712457168,Entire rental unit,4,2.0,2,2,29,$192.00,16,56,2025-06-17,15,1,2025-06-15,4.8,4.67,4.87,4.33,f,100%,t,2023-07-08,37,0,IT027042C22KKREWMD
524432489,Isole,45.4445349,Entire rental unit,6,3.0,2,2,29,$236.00,7,44,2025-06-17,39,2,2025-06-02,4.79,4.79,4.87,4.72,f,100%,t,2023-07-08,37,0,IT027042C2I9RUET5N
524432489,Isole,45.4361028,Entire rental unit,6,3.0,2,2,29,$254.00,24,72,2025-06-17,10,2,2025-06-08,4.8,4.7,4.8,4.5,f,100%,t,2023-07-08,37,0,IT027042C2MJPVH4HM
524432489,Isole,45.4297735,Entire rental unit,6,3.0,3,2,29,$230.00,15,48,2025-06-17,4,1,2025-06-11,4.75,4.75,4.75,4.25,f,100%,t,2023-07-08,37,0,IT027042C29ZTPHP82
524432489,Isole,45.43343695089569,Entire rental unit,4,2.0,2,2,29,$136.00,5,21,2025-06-17,22,1,2025-05-31,4.82,4.77,4.86,4.55,f,100%,t,2023-07-08,37,0,IT027042C2ESR7H5KT
524432489,Isole,45.43354765049547,Entire rental unit,3,2.0,2,2,29,$167.00,16,61,2025-06-17,8,0,2024-12-20,4.0,4.38,4.88,3.88,f,100%,t,2023-07-08,37,0,IT027042C22OPHO8WR
524432489,Isole,45.4341014,Entire rental unit,6,2.0,3,2,29,$241.00,18,64,2025-06-17,9,0,2024-10-14,4.44,4.22,4.89,4.44,f,100%,t,2023-07-08,37,0,IT027042C25JRPMA5S
524432489,Isole,45.432437,Entire rental unit,3,1.0,2,2,29,$148.00,15,51,2025-06-17,13,0,2025-05-12,4.85,4.77,4.92,4.77,f,100%,t,2023-07-08,37,0,IT027042B4ORALVYTU
524432489,Isole,45.4269517,Entire rental unit,2,1.0,3,2,29,$125.00,22,71,2025-06-17,18,3,2025-05-25,4.89,4.5,4.89,4.56,f,100%,t,2023-07-08,37,0,IT027042C2YWKMJIYW
257598752,Terraferma,45.49928,Entire vacation home,4,2.0,1,1,365,$180.00,24,79,2025-06-17,8,1,2025-05-30,5.0,5.0,4.88,5.0,f,100%,t,2019-04-23,1,0,IT027042C2GFLABFBT
562305509,Isole,45.437362,Entire home,4,1.0,3,3,30,$181.00,7,55,2025-06-17,19,1,2025-06-12,4.89,4.89,4.95,4.74,t,100%,t,2024-02-16,1,0,IT027042C2ENIO6KT9
524432489,Isole,45.4349040155003,Entire rental unit,4,1.0,2,2,29,$183.00,9,45,2025-06-17,37,2,2025-06-08,4.73,4.81,5.0,4.73,f,100%,t,2023-07-08,37,0,IT027042C2BXO5PP37
562318805,Isole,45.44055432794985,Entire rental unit,2,1.0,3,3,365,$76.00,10,24,2025-06-17,65,2,2025-05-24,4.48,4.42,4.28,4.57,f,90%,f,2024-02-16,1,0,IT027042C2GVM2AQSE
524432489,Isole,45.44104151619,Entire rental unit,4,1.0,2,2,29,$95.00,1,12,2025-06-17,14,0,2025-05-11,4.57,4.71,4.79,4.36,f,100%,t,2023-07-08,37,0,IT027042C28R2C7C4U
524432489,Isole,45.4348799,Entire rental unit,4,2.0,2,2,29,$209.00,17,77,2025-06-17,21,3,2025-06-07,4.86,4.9,4.95,4.76,f,100%,t,2023-07-08,37,0,IT027042C2TQNISPHA
524432489,Isole,45.4385103,Entire rental unit,2,1.0,2,2,29,$127.00,17,66,2025-06-17,25,1,2025-06-11,4.76,4.76,4.96,4.6,f,100%,t,2023-07-08,37,0,IT027042B4NHNZI5FE
524432489,Isole,45.42602756351111,Entire rental unit,4,2.0,2,2,29,$117.00,3,3,2025-06-17,18,1,2025-05-31,4.78,4.67,4.94,4.61,f,100%,t,2023-07-08,37,0,IT027042C2ZWK9A5GW
524432489,Isole,45.43262792233695,Entire rental unit,3,1.0,2,2,29,,16,56,2025-06-17,9,0,2024-12-05,4.44,4.78,4.89,4.44,f,100%,t,2023-07-08,37,0,IT027042B4COJJS9B2
524432489,Isole,45.4399025919456,Entire rental unit,6,3.0,2,2,29,$261.00,9,57,2025-06-17,28,3,2025-06-06,4.86,4.89,5.0,4.89,f,100%,t,2023-07-08,37,0,IT027042C2QIQJCESU
524432489,Isole,45.4398913,Entire rental unit,3,2.0,2,2,29,$224.00,11,45,2025-06-17,39,1,2025-05-26,4.87,4.87,4.85,4.67,f,100%,t,2023-07-08,37,0,IT027042C2SLUC8NIE
524432489,Isole,45.43661846190985,Entire rental unit,4,1.0,2,2,29,$130.00,28,83,2025-06-17,28,2,2025-06-02,4.46,4.57,4.79,4.14,f,100%,t,2023-07-08,37,0,IT027042C2OYAI55QM
524432489,Isole,45.4368142,Entire rental unit,4,1.0,2,2,29,$130.00,22,82,2025-06-17,7,1,2025-05-19,4.86,5.0,5.0,4.71,f,100%,t,2023-07-08,37,0,IT027042C2H4S2OUKL
562483920,Terraferma,45.4776208,Private room in rental unit,2,1.0,1,1,99,$51.00,14,67,2025-06-17,10,0,2024-11-04,3.8,3.6,3.7,3.6,f,100%,t,2024-02-17,1,1,IT027042B4XIW619T8
4654704,Isole,45.43588010000001,Private room in home,2,1.0,2,1,365,$85.00,26,65,2025-06-17,44,5,2025-05-31,4.77,4.82,4.82,4.7,t,98%,t,2013-01-10,20,13,IT027042B4E7ZY9EIM
524432489,Isole,45.43296152668403,Entire rental unit,4,1.0,2,2,29,,28,78,2025-06-17,28,2,2025-06-08,4.79,4.71,4.96,4.64,f,100%,t,2023-07-08,37,0,IT027042C2GI4GZJNB
562634128,Terraferma,45.4979585269381,Private room in bed and breakfast,2,1.0,1,1,365,$67.00,5,37,2025-06-17,34,2,2025-05-31,4.62,4.71,4.59,4.53,f,95%,t,2024-02-18,4,2,IT027042B4UX87KQIB
562655432,Isole,45.44099,Entire rental unit,4,2.0,1,1,365,$157.00,10,60,2025-06-17,33,1,2025-05-26,4.61,4.67,4.64,4.45,f,100%,t,2024-02-18,1,0,IT027042C2HWCFHZDT
5361751,Terraferma,45.474118699326766,Entire rental unit,2,1.0,3,2,1125,,1,1,2025-06-17,60,3,2025-06-01,4.68,4.73,4.72,4.68,f,100%,t,2013-03-07,2,0,IT027042C2E444DEAH
516317249,Isole,45.4133551,Entire rental unit,2,1.0,3,3,365,$126.00,5,13,2025-06-17,1,0,2024-10-22,5.0,5.0,5.0,5.0,f,90%,f,2023-05-24,2,0,IT027042C25WHZY5P2
449508936,Isole,45.43593226129091,Entire rental unit,4,1.0,2,2,365,$135.00,14,68,2025-06-17,34,4,2025-06-02,4.5,4.24,4.65,4.32,f,100%,t,2022-03-14,4,0,IT027042C2GEYZSE2O
562822143,Terraferma,45.4856590070408,Entire rental unit,8,3.0,1,1,365,,16,58,2025-06-17,33,3,2025-06-01,5.0,5.0,5.0,4.91,t,100%,t,2024-02-19,1,0,IT027042C2CXBW2ZJG
562871063,Isole,45.4357331,Entire rental unit,4,2.0,2,2,365,$280.00,12,60,2025-06-17,23,1,2025-05-26,4.91,4.96,4.96,4.91,f,100%,t,2024-02-19,1,0,IT027042C2XXR9HQFW
470624578,Isole,45.434813,Entire rental unit,4,2.0,2,1,365,$290.00,11,53,2025-06-17,76,3,2025-06-15,4.95,4.92,4.93,4.84,t,100%,t,2022-07-20,1,0,IT027042C2ZPDWESEA
475665774,Isole,45.43378239642907,Entire rental unit,4,2.0,3,3,1125,$279.00,10,54,2025-06-17,15,0,2025-04-27,4.87,5.0,4.93,4.87,t,100%,t,2022-08-18,1,0,IT027042C2PXJ9PW2J
226026079,Isole,45.43538391153881,Private room,2,1.0,2,2,365,$116.00,21,79,2025-06-17,25,1,2025-06-04,4.38,4.46,4.92,4.29,f,100%,t,2018-11-16,4,4,IT027042C2EJL906CK
158663149,Isole,45.4373519,Entire rental unit,4,2.0,1,1,1125,$218.00,9,52,2025-06-17,125,9,2025-06-09,4.96,4.95,4.98,4.87,t,100%,t,2017-11-14,1,0,IT027042B49EZFV7KG
238644443,Isole,45.4458723,Entire rental unit,4,1.0,2,2,365,$118.00,22,76,2025-06-17,37,1,2025-05-26,4.92,4.86,4.89,4.68,f,91%,t,2019-01-24,12,2,IT027042B4KQMXS6PQ
77717973,Isole,45.43133,Private room in rental unit,2,1.0,2,2,365,$157.00,21,67,2025-06-17,8,0,2025-02-23,4.38,4.63,4.63,4.0,f,100%,t,2016-06-14,3,1,IT027042C2CF4VI3U2
238644443,Isole,45.4458723,Private room in guest suite,2,1.0,2,1,365,$84.00,18,66,2025-06-17,70,3,2025-06-03,4.74,4.8,4.76,4.6,f,91%,t,2019-01-24,12,2,IT027042B4KQMXS6PQ
563192444,Isole,45.44518,Entire rental unit,2,1.0,3,3,30,$146.00,15,30,2025-06-17,12,1,2025-06-15,5.0,4.92,5.0,5.0,t,100%,t,2024-02-21,1,0,IT027042C2MNAM3VOZ
173200514,Isole,45.43971624365224,Entire rental unit,6,2.0,1,1,1,,12,62,2025-06-17,9,0,2025-05-11,4.56,4.78,4.33,4.44,f,99%,t,2018-02-13,70,0,IT027042B4JD852E3R
261296149,Terraferma,45.50693713195672,Entire rental unit,5,2.0,2,1,30,$90.00,7,17,2025-06-17,5,0,2024-08-30,4.2,4.6,4.6,4.8,f,100%,t,2019-05-12,6,0,IT027042B4QFGNAZN3
